"seqnames"	"start"	"end"	"width"	"strand"	"peak"	"feature"	"start_position"	"end_position"	"feature_strand"	"insideFeature"	"distancetoFeature"	"shortestDistance"	"fromOverlappingOrNearest"
"chr17"	71095271	71095633	363	"*"	"0406"	"ENSG00000133195"	70642088	71088832	"-"	"upstream"	-6620	6439	"shortestDistance"
"chr17"	74134807	74135073	267	"*"	"0407"	"ENSG00000267128"	74134513	74141763	"+"	"inside"	427	294	"shortestDistance"
"chr17"	75251364	75252132	769	"*"	"0408"	"ENSG00000263718"	75253819	75270408	"-"	"downstream"	18660	1687	"shortestDistance"
"chr17"	81087839	81087988	150	"*"	"0409"	"ENSG00000262898"	81083503	81093959	"+"	"inside"	4411	4336	"shortestDistance"
"chr18"	366630	366928	299	"*"	"0410"	"ENSG00000158270"	316737	500701	"-"	"inside"	133922	49893	"shortestDistance"
"chr18"	565327	565733	407	"*"	"0411"	"ENSG00000177143"	580357	582114	"+"	"upstream"	-14827	14624	"shortestDistance"
"chr18"	8537194	8537633	440	"*"	"0412"	"ENSG00000225212"	8545633	8546815	"+"	"upstream"	-8219	8000	"shortestDistance"
"chr18"	10045507	10045617	111	"*"	"0413"	"ENSG00000263630"	10005097	10005194	"-"	"upstream"	-40368	40313	"shortestDistance"
"chr18"	10067316	10067748	433	"*"	"0414"	"ENSG00000265554"	10124585	10144403	"+"	"upstream"	-57053	56837	"shortestDistance"
"chr18"	10165736	10166126	391	"*"	"0415"	"ENSG00000265554"	10124585	10144403	"+"	"downstream"	41346	21333	"shortestDistance"
"chr18"	10483713	10484038	326	"*"	"0416"	"ENSG00000154856"	10454632	10489946	"+"	"inside"	29244	5908	"shortestDistance"
"chr18"	11689242	11689402	161	"*"	"0417"	"ENSG00000141404"	11689263	11885684	"+"	"overlapStart"	59	21	"shortestDistance"
"chr18"	11804116	11805037	922	"*"	"0418"	"ENSG00000141404"	11689263	11885684	"+"	"inside"	115313	80647	"shortestDistance"
"chr18"	14488595	14488925	331	"*"	"0419"	"ENSG00000265766"	14477954	14499277	"-"	"inside"	10517	10352	"shortestDistance"
"chr18"	21199072	21199594	523	"*"	"0420"	"ENSG00000154065"	21178890	21242875	"-"	"inside"	43542	20182	"shortestDistance"
"chr18"	21242429	21242905	477	"*"	"0421"	"ENSG00000154065"	21178890	21242875	"-"	"overlapStart"	208	30	"shortestDistance"
"chr18"	21851536	21852147	612	"*"	"0422"	"ENSG00000141447"	21742009	21852196	"-"	"inside"	354	49	"shortestDistance"
"chr18"	29305222	29305585	364	"*"	"0423"	"ENSG00000265158"	29304161	29306919	"+"	"inside"	1243	1061	"shortestDistance"
"chr18"	33301624	33302077	454	"*"	"0424"	"ENSG00000267397"	33296334	33297942	"+"	"downstream"	5516	3682	"shortestDistance"
"chr18"	72870624	72871310	687	"*"	"0425"	"ENSG00000285915"	72824093	72837521	"-"	"upstream"	-33446	33103	"shortestDistance"
"chr18"	76262456	76263058	603	"*"	"0426"	"ENSG00000265378"	76265165	76266410	"+"	"upstream"	-2408	2107	"shortestDistance"
"chr18"	76626128	76627066	939	"*"	"0427"	"ENSG00000266586"	76668629	76678993	"-"	"downstream"	52396	41563	"shortestDistance"
"chr18"	77537236	77537245	10	"*"	"0428"	"ENSG00000266924"	77547121	77551432	"+"	"upstream"	-9881	9876	"shortestDistance"
"chr19"	417300	417623	324	"*"	"0429"	"ENSG00000129946"	416583	460996	"-"	"inside"	43534	717	"shortestDistance"
"chr19"	2500697	2500838	142	"*"	"0430"	"ENSG00000252962"	2503045	2503139	"-"	"downstream"	2371	2207	"shortestDistance"
"chr19"	2643000	2643562	563	"*"	"0431"	"ENSG00000267749"	2641836	2643851	"-"	"inside"	570	289	"shortestDistance"
"chr19"	5843743	5844509	767	"*"	"0432"	"ENSG00000171124"	5842899	5851482	"-"	"inside"	7356	844	"shortestDistance"
"chr19"	8685478	8685804	327	"*"	"0433"	"ENSG00000142303"	8645124	8675600	"-"	"upstream"	-10041	9878	"shortestDistance"
"chr19"	15989836	15990115	280	"*"	"0434"	"ENSG00000186115"	15988833	16008884	"-"	"inside"	18908	1003	"shortestDistance"
"chr19"	16397158	16397672	515	"*"	"0435"	"ENSG00000267275"	16394172	16404386	"-"	"inside"	6971	2986	"shortestDistance"
"chr19"	18092591	18092870	280	"*"	"0436"	"ENSG00000105642"	18062102	18110889	"+"	"inside"	30628	18019	"shortestDistance"
"chr19"	18918486	18918860	375	"*"	"0437"	"ENSG00000105664"	18893583	18902114	"-"	"upstream"	-16559	16372	"shortestDistance"
"chr19"	33959823	33960133	311	"*"	"0438"	"ENSG00000124299"	33877856	34012697	"-"	"inside"	52719	52564	"shortestDistance"
"chr19"	36339889	36340084	196	"*"	"0439"	"ENSG00000161270"	36316866	36342739	"-"	"inside"	2753	2655	"shortestDistance"
"chr19"	36450493	36450715	223	"*"	"0440"	"ENSG00000267786"	36438017	36450094	"+"	"downstream"	12587	399	"shortestDistance"
"chr19"	42657180	42657784	605	"*"	"0441"	"ENSG00000259436"	42656721	42661675	"+"	"inside"	761	459	"shortestDistance"
"chr19"	52131585	52132040	456	"*"	"0442"	"ENSG00000105501"	52115180	52148798	"-"	"inside"	16986	16405	"shortestDistance"
"chr19"	54566696	54567095	400	"*"	"0443"	"ENSG00000189068"	54544079	54567151	"-"	"inside"	255	56	"shortestDistance"
"chr19"	56539271	56539600	330	"*"	"0444"	"ENSG00000171487"	56511092	56573176	"+"	"inside"	28344	28179	"shortestDistance"
"chr2"	393653	393939	287	"*"	"0445"	"ENSG00000236856"	388412	416885	"+"	"inside"	5384	5241	"shortestDistance"
"chr2"	547453	547824	372	"*"	"0446"	"ENSG00000225942"	545805	546667	"+"	"downstream"	1833	786	"shortestDistance"
"chr2"	587863	588201	339	"*"	"0447"	"ENSG00000233633"	558153	561365	"+"	"downstream"	29879	26498	"shortestDistance"
"chr2"	608905	609289	385	"*"	"0448"	"ENSG00000233633"	558153	561365	"+"	"downstream"	50944	47540	"shortestDistance"
"chr2"	692741	693034	294	"*"	"0449"	"ENSG00000233970"	692083	693235	"-"	"inside"	347	201	"shortestDistance"
"chr2"	905467	905784	318	"*"	"0450"	"ENSG00000234796"	906612	916810	"-"	"downstream"	11184	828	"shortestDistance"
"chr2"	1310428	1311033	606	"*"	"0451"	"ENSG00000172554"	946535	1371385	"+"	"inside"	364195	60352	"shortestDistance"
"chr2"	1999916	2001034	1119	"*"	"0452"	"ENSG00000186487"	1792885	2329982	"-"	"inside"	329507	207031	"shortestDistance"
"chr2"	3038727	3039438	712	"*"	"0453"	"ENSG00000234423"	2898820	3129798	"-"	"inside"	90716	90360	"shortestDistance"
"chr2"	10622114	10622465	352	"*"	"0454"	"ENSG00000257135"	10588815	10597818	"+"	"downstream"	33475	24296	"shortestDistance"
"chr2"	10881227	10881569	343	"*"	"0455"	"ENSG00000143882"	10861756	10925236	"+"	"inside"	19642	19471	"shortestDistance"
"chr2"	11054133	11054437	305	"*"	"0456"	"ENSG00000162975"	11052060	11054351	"+"	"overlapEnd"	2225	86	"shortestDistance"
"chr2"	11100946	11101501	556	"*"	"0457"	"ENSG00000162975"	11052060	11054351	"+"	"downstream"	49164	46595	"shortestDistance"
"chr2"	11245294	11245657	364	"*"	"0458"	"ENSG00000145063"	11245443	11272302	"-"	"overlapEnd"	26826	149	"shortestDistance"
"chr2"	11758166	11758948	783	"*"	"0459"	"ENSG00000196208"	11674171	11782914	"+"	"inside"	84386	23966	"shortestDistance"
"chr2"	26752727	26753099	373	"*"	"0460"	"ENSG00000173557"	26785453	26802400	"+"	"upstream"	-32540	32354	"shortestDistance"
"chr2"	26842930	26843020	91	"*"	"0461"	"ENSG00000157884"	26804073	26864234	"-"	"inside"	21259	21214	"shortestDistance"
"chr2"	27051969	27052289	321	"*"	"0462"	"ENSG00000145835"	27050037	27050388	"-"	"upstream"	-1741	1581	"shortestDistance"
"chr2"	27071560	27071846	287	"*"	"0463"	"ENSG00000157851"	27071000	27173219	"+"	"inside"	703	560	"shortestDistance"
"chr2"	29337820	29338313	494	"*"	"0464"	"ENSG00000115295"	29320571	29397579	"+"	"inside"	17495	17249	"shortestDistance"
"chr2"	44079284	44079793	510	"*"	"0465"	"ENSG00000143921"	44066110	44110127	"+"	"inside"	13428	13174	"shortestDistance"
"chr2"	44513772	44514241	470	"*"	"0466"	"ENSG00000138079"	44502597	44545294	"+"	"inside"	11409	11175	"shortestDistance"
"chr2"	45484066	45484397	332	"*"	"0467"	"ENSG00000205054"	45391955	45550524	"-"	"inside"	66292	66127	"shortestDistance"
"chr2"	54936405	54937355	951	"*"	"0468"	"ENSG00000214595"	54951679	55199154	"+"	"upstream"	-14799	14324	"shortestDistance"
"chr2"	58552536	58552913	378	"*"	"0469"	"ENSG00000225226"	58502667	58523950	"+"	"downstream"	50057	28586	"shortestDistance"
"chr2"	62849072	62849421	350	"*"	"0470"	"ENSG00000226622"	62760816	62889789	"-"	"inside"	40543	40368	"shortestDistance"
"chr2"	64744206	64744398	193	"*"	"0471"	"ENSG00000260101"	64749321	64751227	"-"	"downstream"	6925	4923	"shortestDistance"
"chr2"	68250823	68251608	786	"*"	"0472"	"ENSG00000235968"	68250826	68251898	"-"	"overlapEnd"	682	3	"shortestDistance"
"chr2"	73151640	73152048	409	"*"	"0473"	"ENSG00000135638"	73143389	73161457	"+"	"inside"	8455	8251	"shortestDistance"
"chr2"	75427327	75427635	309	"*"	"0474"	"ENSG00000115353"	75273590	75426646	"-"	"upstream"	-835	681	"shortestDistance"
"chr2"	87052843	87053275	433	"*"	"0475"	"ENSG00000172116"	87042462	87089047	"-"	"inside"	35988	10381	"shortestDistance"
"chr2"	87157438	87157857	420	"*"	"0476"	"ENSG00000231351"	87157373	87157877	"-"	"inside"	229	20	"shortestDistance"
"chr2"	88769042	88769457	416	"*"	"0477"	"ENSG00000220999"	88762285	88762370	"-"	"upstream"	-6880	6672	"shortestDistance"
"chr2"	95660647	95660988	342	"*"	"0478"	"ENSG00000235186"	95657625	95660107	"+"	"downstream"	3193	540	"shortestDistance"
"chr2"	96790415	96790488	74	"*"	"0479"	"ENSG00000188886"	96789589	96804175	"-"	"inside"	13723	826	"shortestDistance"
"chr2"	99247479	99247846	368	"*"	"0480"	"ENSG00000071073"	99235569	99343159	"-"	"inside"	95497	11910	"shortestDistance"
"chr2"	102003344	102003736	393	"*"	"0481"	"ENSG00000175874"	101962012	102003965	"-"	"inside"	425	229	"shortestDistance"
"chr2"	102595699	102596011	313	"*"	"0482"	"ENSG00000281162"	102578518	102603629	"+"	"inside"	17337	7618	"shortestDistance"
"chr2"	105274981	105275298	318	"*"	"0483"	"ENSG00000233639"	105272593	105339424	"-"	"inside"	64284	2388	"shortestDistance"
"chr2"	105858589	105858875	287	"*"	"0484"	"ENSG00000135973"	105858200	105859506	"+"	"inside"	532	389	"shortestDistance"
"chr2"	111609339	111609679	341	"*"	"0485"	"ENSG00000153093"	111490150	111851921	"+"	"inside"	119359	119189	"shortestDistance"
"chr2"	112896637	112897808	1172	"*"	"0486"	"ENSG00000144152"	112895962	112945795	"+"	"inside"	1260	675	"shortestDistance"
"chr2"	114035425	114036677	1253	"*"	"0487"	"ENSG00000125618"	113973574	114036488	"-"	"overlapStart"	437	189	"shortestDistance"
"chr2"	119966922	119967004	83	"*"	"0488"	"ENSG00000115107"	119981407	120023228	"+"	"upstream"	-14444	14403	"shortestDistance"
"chr2"	121106989	121107369	381	"*"	"0489"	"ENSG00000163083"	121103712	121109379	"+"	"inside"	3467	2010	"shortestDistance"
"chr2"	121932390	121933022	633	"*"	"0490"	"ENSG00000236145"	121935903	121940156	"+"	"upstream"	-3197	2881	"shortestDistance"
"chr2"	130737353	130737637	285	"*"	"0491"	"ENSG00000222014"	130737237	130740311	"+"	"inside"	258	116	"shortestDistance"
"chr2"	130886128	130886352	225	"*"	"0492"	"ENSG00000196604"	130831603	130886795	"-"	"inside"	555	443	"shortestDistance"
"chr2"	131009247	131009598	352	"*"	"0493"	"ENSG00000236595"	131009141	131010132	"+"	"inside"	281	106	"shortestDistance"
"chr2"	131058628	131059641	1014	"*"	"0494"	"ENSG00000226915"	131051395	131051978	"+"	"downstream"	7739	6650	"shortestDistance"
"chr2"	131186246	131186560	315	"*"	"0495"	"ENSG00000230646"	131185304	131186798	"+"	"inside"	1099	238	"shortestDistance"
"chr2"	132021717	132022028	312	"*"	"0496"	"ENSG00000188219"	131975640	132022851	"+"	"inside"	46232	823	"shortestDistance"
"chr2"	132200848	132201232	385	"*"	"0497"	"ENSG00000217950"	132200217	132202160	"-"	"inside"	1120	631	"shortestDistance"
"chr2"	135365720	135365899	180	"*"	"0498"	"ENSG00000152128"	135213330	135476570	"-"	"inside"	110760	110671	"shortestDistance"
"chr2"	136782877	136783355	479	"*"	"0499"	"ENSG00000231890"	136742746	136774099	"+"	"downstream"	40370	8778	"shortestDistance"
"chr2"	139537618	139537889	272	"*"	"0500"	"ENSG00000144227"	139426727	139537960	"-"	"inside"	206	71	"shortestDistance"
"chr2"	139538194	139538507	314	"*"	"0501"	"ENSG00000144227"	139426727	139537960	"-"	"upstream"	-390	234	"shortestDistance"
"chr2"	152954785	152955122	338	"*"	"0502"	"ENSG00000225214"	152954842	152965716	"+"	"overlapStart"	112	57	"shortestDistance"
"chr2"	153193272	153193493	222	"*"	"0503"	"ENSG00000157827"	153191688	153506340	"+"	"inside"	1694	1584	"shortestDistance"
"chr2"	158484732	158485540	809	"*"	"0504"	"ENSG00000123612"	158383279	158485376	"-"	"overlapStart"	240	164	"shortestDistance"
"chr2"	159587283	159587444	162	"*"	"0505"	"ENSG00000204380"	159514849	159591514	"-"	"inside"	4150	4070	"shortestDistance"
"chr2"	170218921	170218965	45	"*"	"0506"	"ENSG00000081479"	169983619	170219044	"-"	"inside"	101	79	"shortestDistance"
"chr2"	173600682	173601299	618	"*"	"0507"	"ENSG00000091428"	173600573	173917621	"+"	"inside"	417	109	"shortestDistance"
"chr2"	176981120	176981224	105	"*"	"0508"	"ENSG00000128710"	176981307	176984670	"+"	"upstream"	-135	83	"shortestDistance"
"chr2"	177354947	177355404	458	"*"	"0509"	"ENSG00000224577"	177359983	177520695	"+"	"upstream"	-4807	4579	"shortestDistance"
"chr2"	180725853	180726341	489	"*"	"0510"	"ENSG00000144331"	180306709	180726339	"-"	"overlapStart"	242	2	"shortestDistance"
"chr2"	183730799	183731160	362	"*"	"0511"	"ENSG00000162998"	183698002	183731365	"-"	"inside"	385	205	"shortestDistance"
"chr2"	183731664	183732075	412	"*"	"0512"	"ENSG00000162998"	183698002	183731365	"-"	"upstream"	-505	299	"shortestDistance"
"chr2"	187558773	187559479	707	"*"	"0513"	"ENSG00000144369"	187558787	187630686	"+"	"overlapStart"	339	14	"shortestDistance"
"chr2"	197379438	197379808	371	"*"	"0514"	"ENSG00000138411"	197058796	197457408	"-"	"inside"	77785	77600	"shortestDistance"
"chr2"	219646722	219646970	249	"*"	"0515"	"ENSG00000135929"	219646870	219680016	"+"	"overlapStart"	-24	100	"shortestDistance"
"chr2"	238501808	238502023	216	"*"	"0516"	"ENSG00000234949"	238499812	238504624	"+"	"inside"	2104	1996	"shortestDistance"
"chr2"	241035308	241035664	357	"*"	"0517"	"ENSG00000213048"	241048519	241049469	"+"	"upstream"	-13033	12855	"shortestDistance"
"chr20"	30457414	30458138	725	"*"	"0518"	"ENSG00000149599"	30435440	30458467	"-"	"inside"	691	329	"shortestDistance"
"chr20"	34795337	34795645	309	"*"	"0519"	"ENSG00000088367"	34679426	34818263	"+"	"inside"	116065	22618	"shortestDistance"
"chr20"	36043891	36044483	593	"*"	"0520"	"ENSG00000197122"	35974557	36034453	"+"	"downstream"	69630	9438	"shortestDistance"
"chr20"	36881241	36881631	391	"*"	"0521"	"ENSG00000149633"	36838905	36889137	"-"	"inside"	7701	7506	"shortestDistance"
"chr20"	36888779	36889031	253	"*"	"0522"	"ENSG00000149633"	36838905	36889137	"-"	"inside"	232	106	"shortestDistance"
"chr20"	39320802	39321208	407	"*"	"0523"	"ENSG00000204103"	39314488	39317876	"-"	"upstream"	-3129	2926	"shortestDistance"
"chr20"	42751830	42752138	309	"*"	"0524"	"ENSG00000149596"	42740335	42816218	"-"	"inside"	64234	11495	"shortestDistance"
"chr20"	43945104	43945624	521	"*"	"0525"	"ENSG00000124232"	43935480	43946464	"+"	"inside"	9884	840	"shortestDistance"
"chr20"	44098835	44099185	351	"*"	"0526"	"ENSG00000101443"	44098393	44110172	"+"	"inside"	617	442	"shortestDistance"
"chr20"	44660167	44660353	187	"*"	"0527"	"ENSG00000124140"	44650329	44686341	"+"	"inside"	9931	9838	"shortestDistance"
"chr20"	46294792	46295150	359	"*"	"0528"	"ENSG00000196562"	46285656	46415330	"-"	"inside"	120359	9136	"shortestDistance"
"chr20"	61358878	61358887	10	"*"	"0529"	"ENSG00000101188"	61340188	61394123	"+"	"inside"	18694	18690	"shortestDistance"
"chr20"	61649268	61649558	291	"*"	"0530"	"ENSG00000272259"	61640735	61716423	"+"	"inside"	8678	8533	"shortestDistance"
"chr21"	15036853	15037321	469	"*"	"0531"	"ENSG00000279998"	15026910	15049653	"+"	"inside"	10177	9943	"shortestDistance"
"chr21"	27012102	27012463	362	"*"	"0532"	"ENSG00000154721"	27011570	27089874	"+"	"inside"	712	532	"shortestDistance"
"chr21"	33172168	33172916	749	"*"	"0533"	"ENSG00000234107"	33212653	33213170	"+"	"upstream"	-40111	39737	"shortestDistance"
"chr21"	33247439	33247589	151	"*"	"0534"	"ENSG00000142149"	33245333	33376377	"+"	"inside"	2181	2106	"shortestDistance"
"chr21"	33448756	33449310	555	"*"	"0535"	"ENSG00000230323"	33452629	33570125	"-"	"downstream"	121092	3319	"shortestDistance"
"chr21"	33953813	33954172	360	"*"	"0536"	"ENSG00000242220"	33946031	33957833	"-"	"inside"	3841	3661	"shortestDistance"
"chr21"	34403090	34403488	399	"*"	"0537"	"ENSG00000227757"	34285957	34443410	"-"	"inside"	40121	39922	"shortestDistance"
"chr21"	34482181	34482666	486	"*"	"0538"	"ENSG00000226527"	34483173	34494591	"-"	"downstream"	12167	507	"shortestDistance"
"chr21"	38065073	38065431	359	"*"	"0539"	"ENSG00000224269"	38071073	38073864	"-"	"downstream"	8612	5642	"shortestDistance"
"chr21"	39755704	39756079	376	"*"	"0540"	"ENSG00000157554"	39751949	39870366	"-"	"inside"	114474	3755	"shortestDistance"
"chr21"	40123883	40124178	296	"*"	"0541"	"ENSG00000223806"	40105814	40113968	"-"	"upstream"	-10062	9915	"shortestDistance"
"chr21"	40480564	40480893	330	"*"	"0542"	"ENSG00000228861"	40499494	40499966	"+"	"upstream"	-18766	18601	"shortestDistance"
"chr21"	40973813	40974161	349	"*"	"0543"	"ENSG00000184809"	40969074	40984573	"-"	"inside"	10586	4739	"shortestDistance"
"chr21"	41010230	41010581	352	"*"	"0544"	"ENSG00000225330"	41002198	41098012	"+"	"inside"	8208	8032	"shortestDistance"
"chr21"	43102019	43102217	199	"*"	"0545"	"ENSG00000227702"	43099341	43117496	"+"	"inside"	2777	2678	"shortestDistance"
"chr21"	43147256	43147982	727	"*"	"0546"	"ENSG00000232401"	43135966	43137740	"+"	"downstream"	11653	9516	"shortestDistance"
"chr21"	43942966	43943340	375	"*"	"0547"	"ENSG00000160190"	43919742	44001550	"+"	"inside"	23411	23224	"shortestDistance"
"chr21"	44165426	44165916	491	"*"	"0548"	"ENSG00000160191"	44073731	44195619	"+"	"inside"	91940	29703	"shortestDistance"
"chr21"	44585952	44586300	349	"*"	"0549"	"ENSG00000286549"	44528052	44588756	"+"	"inside"	58074	2456	"shortestDistance"
"chr21"	44812506	44813300	795	"*"	"0550"	"ENSG00000142178"	44834363	44847069	"-"	"downstream"	34166	21063	"shortestDistance"
"chr21"	45605829	45606025	197	"*"	"0551"	"ENSG00000279687"	45593987	45608568	"-"	"inside"	2641	2543	"shortestDistance"
"chr21"	46340254	46340802	549	"*"	"0552"	"ENSG00000227039"	46340966	46349593	"+"	"upstream"	-438	164	"shortestDistance"
"chr21"	46449365	46449651	287	"*"	"0553"	"ENSG00000275874"	46419122	46424642	"-"	"upstream"	-24866	24723	"shortestDistance"
"chr21"	46454500	46454683	184	"*"	"0554"	"ENSG00000275874"	46419122	46424642	"-"	"upstream"	-29950	29858	"shortestDistance"
"chr21"	46473704	46474281	578	"*"	"0555"	"ENSG00000235374"	46490867	46493126	"-"	"downstream"	19134	16586	"shortestDistance"
"chr21"	47050042	47050062	21	"*"	"0556"	"ENSG00000286082"	47016278	47045589	"-"	"upstream"	-4463	4453	"shortestDistance"
"chr21"	47351712	47352457	746	"*"	"0557"	"ENSG00000183570"	47063608	47362368	"+"	"inside"	288476	9911	"shortestDistance"
"chr21"	47430386	47430708	323	"*"	"0558"	"ENSG00000142156"	47401651	47424964	"+"	"downstream"	28896	5422	"shortestDistance"
"chr21"	47536553	47536976	424	"*"	"0559"	"ENSG00000142173"	47518011	47552763	"+"	"inside"	18753	15787	"shortestDistance"
"chr22"	17038369	17038558	190	"*"	"0560"	"ENSG00000233995"	17052917	17055527	"+"	"upstream"	-14453	14359	"shortestDistance"
"chr22"	17198673	17199242	570	"*"	"0561"	"ENSG00000288024"	17205962	17228651	"+"	"upstream"	-7004	6720	"shortestDistance"
"chr22"	17228962	17229797	836	"*"	"0562"	"ENSG00000235343"	17227518	17229439	"-"	"overlapStart"	59	358	"shortestDistance"
"chr22"	17602922	17603483	562	"*"	"0563"	"ENSG00000235478"	17602482	17612992	"+"	"inside"	720	440	"shortestDistance"
"chr22"	18028082	18028407	326	"*"	"0564"	"ENSG00000286195"	18000543	18050143	"-"	"inside"	21899	21736	"shortestDistance"
"chr22"	18527784	18528133	350	"*"	"0565"	"ENSG00000235295"	18512151	18520734	"+"	"downstream"	15807	7050	"shortestDistance"
"chr22"	18630841	18631161	321	"*"	"0566"	"ENSG00000184979"	18632666	18660164	"+"	"upstream"	-1665	1505	"shortestDistance"
"chr22"	18938466	18938888	423	"*"	"0567"	"ENSG00000280418"	18939447	18947025	"-"	"downstream"	8348	559	"shortestDistance"
"chr22"	18947226	18947636	411	"*"	"0568"	"ENSG00000280418"	18939447	18947025	"-"	"upstream"	-406	201	"shortestDistance"
"chr22"	18956793	18957175	383	"*"	"0569"	"ENSG00000237517"	18958027	18982141	"+"	"upstream"	-1043	852	"shortestDistance"
"chr22"	18982292	18982631	340	"*"	"0570"	"ENSG00000273032"	18958038	19018755	"+"	"inside"	24424	24254	"shortestDistance"
"chr22"	19005685	19006011	327	"*"	"0571"	"ENSG00000270393"	19005556	19006429	"-"	"inside"	581	129	"shortestDistance"
"chr22"	19006826	19006936	111	"*"	"0572"	"ENSG00000273032"	18958038	19018755	"+"	"inside"	48843	11819	"shortestDistance"
"chr22"	19017829	19018434	606	"*"	"0573"	"ENSG00000286025"	19017037	19018755	"+"	"inside"	1095	321	"shortestDistance"
"chr22"	19138294	19138738	445	"*"	"0574"	"ENSG00000063515"	19136089	19137796	"-"	"upstream"	-720	498	"shortestDistance"
"chr22"	19191187	19191907	721	"*"	"0575"	"ENSG00000070371"	19166986	19279208	"-"	"inside"	87661	24201	"shortestDistance"
"chr22"	19531670	19532541	872	"*"	"0576"	"ENSG00000184113"	19510547	19515068	"-"	"upstream"	-17038	16602	"shortestDistance"
"chr22"	19564244	19564528	285	"*"	"0577"	"ENSG00000281548"	19552726	19554362	"-"	"upstream"	-10024	9882	"shortestDistance"
"chr22"	19580524	19581010	487	"*"	"0578"	"ENSG00000281548"	19552726	19554362	"-"	"upstream"	-26405	26162	"shortestDistance"
"chr22"	19594934	19595655	722	"*"	"0579"	"ENSG00000230485"	19618273	19621097	"-"	"downstream"	25803	22618	"shortestDistance"
"chr22"	19609744	19610323	580	"*"	"0580"	"ENSG00000230485"	19618273	19621097	"-"	"downstream"	11063	7950	"shortestDistance"
"chr22"	19655263	19655872	610	"*"	"0581"	"ENSG00000225007"	19654546	19655078	"+"	"downstream"	1022	185	"shortestDistance"
"chr22"	19674994	19675907	914	"*"	"0582"	"ENSG00000225007"	19654546	19655078	"+"	"downstream"	20904	19916	"shortestDistance"
"chr22"	19676721	19676949	229	"*"	"0583"	"ENSG00000225007"	19654546	19655078	"+"	"downstream"	22289	21643	"shortestDistance"
"chr22"	20185105	20185888	784	"*"	"0584"	"ENSG00000249923"	20186252	20192441	"-"	"downstream"	6945	364	"shortestDistance"
"chr22"	20221739	20222080	342	"*"	"0585"	"ENSG00000040608"	20228938	20255841	"-"	"downstream"	33931	6858	"shortestDistance"
"chr22"	20265628	20266793	1166	"*"	"0586"	"ENSG00000040608"	20228938	20255841	"-"	"upstream"	-10369	9787	"shortestDistance"
"chr22"	20278331	20278588	258	"*"	"0587"	"ENSG00000161132"	20287283	20300739	"+"	"upstream"	-8823	8695	"shortestDistance"
"chr22"	20294826	20295192	367	"*"	"0588"	"ENSG00000161132"	20287283	20300739	"+"	"inside"	7726	5547	"shortestDistance"
"chr22"	20296390	20296813	424	"*"	"0589"	"ENSG00000161132"	20287283	20300739	"+"	"inside"	9319	3926	"shortestDistance"
"chr22"	20958176	20958875	700	"*"	"0590"	"ENSG00000223553"	20956882	20980421	"-"	"inside"	21895	1294	"shortestDistance"
"chr22"	20966002	20966634	633	"*"	"0591"	"ENSG00000223553"	20956882	20980421	"-"	"inside"	14103	9120	"shortestDistance"
"chr22"	21018445	21018847	403	"*"	"0592"	"ENSG00000229107"	21022124	21025272	"-"	"downstream"	6626	3277	"shortestDistance"
"chr22"	21023725	21025356	1632	"*"	"0593"	"ENSG00000229107"	21022124	21025272	"-"	"overlapStart"	732	84	"shortestDistance"
"chr22"	21421357	21421547	191	"*"	"0594"	"ENSG00000249680"	21419751	21424386	"+"	"inside"	1701	1606	"shortestDistance"
"chr22"	21431324	21431742	419	"*"	"0595"	"ENSG00000284665"	21425371	21435307	"-"	"inside"	3774	3565	"shortestDistance"
"chr22"	21432405	21433582	1178	"*"	"0596"	"ENSG00000284665"	21425371	21435307	"-"	"inside"	2313	1725	"shortestDistance"
"chr22"	21956337	21956746	410	"*"	"0597"	"ENSG00000185651"	21903736	21978323	"+"	"inside"	52806	21577	"shortestDistance"
"chr22"	22057103	22057966	864	"*"	"0598"	"ENSG00000100027"	22051825	22090083	"-"	"inside"	32549	5278	"shortestDistance"
"chr22"	22068430	22069039	610	"*"	"0599"	"ENSG00000100027"	22051825	22090083	"-"	"inside"	21349	16605	"shortestDistance"
"chr22"	22080877	22081334	458	"*"	"0600"	"ENSG00000100027"	22051825	22090083	"-"	"inside"	8977	8749	"shortestDistance"
"chr22"	22082462	22082930	469	"*"	"0601"	"ENSG00000100027"	22051825	22090083	"-"	"inside"	7387	7153	"shortestDistance"
"chr22"	22095614	22096254	641	"*"	"0602"	"ENSG00000286127"	22091737	22098397	"-"	"inside"	2463	2143	"shortestDistance"
"chr22"	22364422	22364727	306	"*"	"0603"	"ENSG00000197549"	22345496	22398256	"-"	"inside"	33682	18926	"shortestDistance"
"chr22"	22397604	22398246	643	"*"	"0604"	"ENSG00000197549"	22345496	22398256	"-"	"inside"	331	10	"shortestDistance"
"chr22"	22411651	22411969	319	"*"	"0605"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	18768	18609	"shortestDistance"
"chr22"	22412396	22413565	1170	"*"	"0606"	"ENSG00000253874"	22412845	22413304	"+"	"includeFeature"	135	261	"shortestDistance"
"chr22"	22441044	22441477	434	"*"	"0607"	"ENSG00000253823"	22440972	22441521	"+"	"inside"	288	44	"shortestDistance"
"chr22"	22471196	22472656	1461	"*"	"0608"	"ENSG00000263366"	22469236	22472374	"-"	"overlapStart"	448	282	"shortestDistance"
"chr22"	22478834	22479151	318	"*"	"0609"	"ENSG00000211642"	22393042	22569659	"+"	"inside"	85950	85792	"shortestDistance"
